Numero;Nimi;Valmistaja;Pullokoko;Hinta;Litrahinta;Tyyppi;Alatyyppi;Oluttyyppi;Valmistusmaa;Alue;Vuosikerta;Luonnehdinta;Alkoholi-%;Energia kcal/100 ml
953508;Azul y Garanza Desierto 2016;Azul y Garanza;0,75 l;39.95;53.27;punaviinit;Roteva & Voimakas;;Espanja;Navarra;2016;Erittäin täyteläinen, tanniininen, mustaherukkainen, karhunvatukkahilloinen, tamminen;15.5;90.0
913585;Azul y Garanza Garciano 2016;Azul y Garanza Bodegas;0,75 l;17.45;23.27;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2016;Keskitäyteläinen, keskitanniininen, aromikas, mausteinen, marjainen;14.5;80.0
928095;Azul y Garanza Naturaleza Salvaje Negre 2017;Azul y Garanza;0,75 l;22.99;30.65;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2017;Keskitäyteläinen, keskitanniininen, marjainen, tumman kirsikkainen, mausteinen;13.0;70.0
949934;Azul y Garanza Tinto 2019;Azul y Garanza;0,75 l;15.12;20.16;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2019;Keskitäyteläinen, keskitanniininen, kirsikkainen, mausteinen, aromikas;13.5;80.0
462487;Chivite Legardeta Garnacha 2017;Chivite Family Estates;0,75 l;15.96;21.15;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2017;Täyteläinen, keskitanniininen, herukkainen, boysenmarjainen, kirsikkainen, yrttinen, hennon rosmariininen, kevyen tamminen;14.5;80.0
928126;Fiesta de Azul y Garanza 2018;Azul y Garanza;0,75 l;13.50;18.0;punaviinit;Marjaisa & Raikas;;Espanja;Navarra;2018;Keskitäyteläinen, vähätanniininen, aromikas, marjainen, tumman kirsikkainen;13.5;80.0
958406;Nekeas Forever Yours 2017;Bodegas Nekeas;0,75 l;19.25;25.67;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Navarra;2017;Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, kevyen herukkainen, mustapippurinen, nahkainen, yrttinen;14.0;80.0
422947;Ochoa Mil Gracias Graciano 2012;Bodegas Ochoa;0,75 l;16.21;21.48;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2012;Täyteläinen, tanniininen, mustaherukkainen, aroniamarjainen, karhunvatukkainen, kevyen salmiakkinen;13.5;80.0
933752;Pagos de Araiz Crianza 2014;Bodegas Pagos de Araiz;0,75 l;17.26;23.01;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2014;Keskitäyteläinen, keskitanniininen, karpaloinen, pippurinen, yrttinen;14.0;80.0
938066;Piedemonte Cuatro Tierras 2017;Bodegas Piedemonte;0,375 l;5.99;15.71;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Navarra;2017;Täyteläinen, keskitanniininen, herukkainen, hapankirsikkainen, viikunainen, kevyen pomeranssinen, hennon nahkainen;14.0;80.0
923507;Piedemonte Cuatro Tierras 2017;Bodegas Piedemonte;0,75 l;10.99;14.52;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Navarra;2017;Täyteläinen, keskitanniininen, kirsikkainen, taatelinen, kevyen luumuinen, mausteinen;14.0;80.0
919204;Piedemonte Gamma Cabernet Sauvignon Merlot Tempranillo 2019;Bodegas Piedemonte;0,375 l;4.99;13.04;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2019;Keskitäyteläinen, keskitanniininen, punaherukkainen, kirsikkainen, vadelmainen, hennon neilikkainen;13.5;80.0
944686;Piedemonte Grandes Tierras 2016;Bodegas Piedemonte;0,75 l;13.99;18.52;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2016;Täyteläinen, keskitanniininen, boysenmarjainen, kirsikkainen, mausteinen;14.5;80.0
925527;Piedemonte La Garra 2016;Bodegas Piedemonte;0,75 l;12.98;17.17;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2016;Täyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, mausteinen;14.0;80.0
902717;Piedemonte Moose Brothers 2019;Piedemonte;0,75 l;10.99;14.52;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2019;Täyteläinen, keskitanniininen, tumman kirsikkainen, metsämarjainen, yrttinen, mausteinen;13.5;80.0
457487;Piedemonte Reserva 2014;Bodegas Piedemonte;0,75 l;9.98;13.17;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Navarra;2014;Keskitäyteläinen, keskitanniininen, viikunainen, hapankirsikkainen, karpaloinen, karhunvatukkainen, hennon tallinen, tamminen;14.0;80.0
945577;Seis de Azul y Garanza 2017;Azul y Garanza;0,75 l;19.99;26.65;punaviinit;Mehevä & Hilloinen;;Espanja;Navarra;2017;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, mustaherukkainen, mausteinen;14.5;80.0
901287;Tandem Ars Nova 2013;Tandem;0,75 l;16.99;22.65;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Navarra;2013;Täyteläinen, keskitanniininen, tamminen, mustikkainen, yrttinen;14.5;80.0
938545;Antaño Tempranillo 2018;Marqués de Carrión;0,75 l;8.99;11.99;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2018;Keskitäyteläinen, keskitanniininen, aromikas, viikunainen, marjainen;13.0;70.0
934366;Antaño Tempranillo Crianza 2016;Marqués de Carrión;0,75 l;9.98;13.31;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2016;Täyteläinen, tanniininen, marjainen, vaniljainen, mausteinen;13.5;80.0
912908;Antaño Tempranillo Reserva 2016;Marqués de Carrión;0,75 l;11.99;15.99;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2016;Täyteläinen, tanniininen, vaniljainen, mausteinen, nahkainen;13.5;80.0
905233;Artuke Tinto 2018;Bodegas y Viñedos Artuke;0,75 l;12.98;17.31;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2018;Keskitäyteläinen, keskitanniininen, luumuinen, mausteinen, nahkainen;13.5;80.0
413654;Bagordi Tempranillo Organic 2019;Bodegas Bagordi;0,375 l;7.54;19.84;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2019;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, karhunvatukkainen, herukkainen, lakritsinen, mausteinen;14.0;80.0
925387;Baron de Ley Gran Reserva 2014;Baron De Ley;0,75 l;26.98;35.84;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2014;Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, taatelinen, kevyen suklainen, hennon mausteinen, tamminen;13.5;80.0
921508;Baron de Ley Reserva 2014;Baron De Ley;1,5 l;37.98;25.32;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2014;Keskitäyteläinen, tanniininen, tumman kirsikkainen, nahkainen, karpaloinen;13.5;80.0
007152;Baron de Ley Reserva 2016;Baron de Ley;0,75 l;17.98;23.84;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2016;Täyteläinen, tanniininen, tumman kirsikkainen, kypsän karpaloinen, karhunvatukkainen, mustapippurinen, kevyen nahkainen;13.5;80.0
909827;Barón de Ley Varietal Graciano 2017;Baron De Ley;0,75 l;18.98;25.31;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2017;Täyteläinen, tanniininen, karhunvatukkainen, nahkainen, yrttinen;14.0;80.0
949347;Barón de Ley Varietal Maturana 2017;Baron De Ley;0,75 l;18.99;25.19;punaviinit;Roteva & Voimakas;;Espanja;Rioja;2017;Täyteläinen, tanniininen, mokkainen, yrttinen, karhunvatukkainen;14.0;80.0
910677;Beronia Ecologico 2018;Bodegas Beronia;0,75 l;12.98;17.17;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2018;Täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, herukkainen, kevyen pippurinen, hennon havuinen;13.5;80.0
467957;Beronia Gran Reserva 2011;Bodegas Beronia;0,75 l;22.74;30.19;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2011;Täyteläinen, keskitanniininen, karhunvatukkainen, tumman kirsikkainen, luumuinen, kevyen viikunainen, hennon suklainen, tamminen;14.5;80.0
428767;Bodegas Bilbaínas La Vicalanda Reserva 2014;Bodegas Bilbaínas;0,75 l;24.28;32.24;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2014;Täyteläinen, tanniininen, tumman kirsikkainen, karhunvatukkainen, kypsän karpaloinen, kaakaoinen, tamminen, tasapainoinen;14.5;80.0
943017;Campillo Gran Reserva 2012;Campillo;0,75 l;44.99;59.99;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2012;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, viikunainen, hennon oliivinen, tamminen;14.0;80.0
928114;Campillo Reserva Colección 2015;Campillo;0,75 l;29.90;39.87;punaviinit;Roteva & Voimakas;;Espanja;Rioja;2015;Täyteläinen, tanniininen, vaniljainen, nahkainen, kirsikkainen;14.0;80.0
006941;Campo Viejo Crianza 2017;Bodegas Campo Viejo;0,75 l;11.99;15.85;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2017;Keskitäyteläinen, keskitanniininen, tumman kirsikkainen, kypsän karpaloinen, karhunvatukkainen, mausteinen, kevyen tamminen, hennon nahkainen;14.0;80.0
006576;Campo Viejo Reserva 2016;Bodegas Campo Viejo;0,75 l;15.79;20.92;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2016;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, kirsikkainen, kypsän karpaloinen, vaniljainen, hennon havuinen;13.5;80.0
934858;Castillo Ygay Gran Reserva Especial 2010;Marques de Murrieta;0,75 l;125.00;166.67;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2010;Täyteläinen, tanniininen, kirsikkainen, luumuinen, vaniljainen;14.0;80.0
439687;Castroviejo Tempranillo 2017;Bodegas Pastor Diaz;0,75 l;11.17;14.76;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2017;Keskitäyteläinen, keskitanniininen, karpaloinen, kirsikkainen, villivadelmainen, mausteinen, kevyen tamminen;13.5;80.0
452997;Conde Valdemar Gran Reserva 2011;Bodegas Valdemar;0,75 l;22.29;29.59;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2011;Täyteläinen, keskitanniininen, kypsän karpaloinen, karhunvatukkainen, hapankirsikkainen, kevyen taatelinen, hennon nahkainen, tamminen;14.0;80.0
904748;Contino Gran Reserva 2010;Viñedos Del Contino;1,5 l;110.49;73.66;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2010;Täyteläinen, tanniininen, mausteinen, vaniljainen, tallinen;14.0;80.0
951457;Contino Reserva 2015;Viñedos del Contino;0,75 l;34.80;46.27;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2015;Keskitäyteläinen, keskitanniininen, marjainen, mausteinen, tamminen;14.0;80.0
495337;Costalarbol 2016;Union Familiar de Agricultores Las Cepas;0,75 l;15.18;20.11;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2016;Täyteläinen, keskitanniininen, kirsikkainen, karpaloinen, kypsän mustikkainen, mausteinen, kevyen tamminen, lämmin;14.0;80.0
930717;Coto Real 2011;El Coto de Rioja;0,75 l;31.98;42.64;punaviinit;Roteva & Voimakas;;Espanja;Rioja;2011;Täyteläinen, tanniininen, tumman kirsikkainen, tamminen, mausteinen;14.0;80.0
454907;Coto de Imaz Gran Reserva 2014;El Coto de Rioja;0,75 l;26.19;34.79;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2014;Täyteläinen, tanniininen, kypsän karpaloinen, hapankirsikkainen, viikunainen, tummasuklainen, hennon vaniljainen, tamminen;14.0;80.0
935201;Coto de Imaz Reserva 2016;El Coto de Rioja;0,75 l;18.65;24.73;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2016;Täyteläinen, tanniininen, kirsikkainen, karpaloinen, viikunainen, mausteinen;13.5;80.0
486817;Culmen Reserva 2011;Bodegas LAN;0,75 l;74.98;99.97;punaviinit;Roteva & Voimakas;;Espanja;Rioja;2011;Erittäin täyteläinen, tanniininen, tumman kirsikkainen, herukkainen, boysenmarjahilloinen, tummasuklainen, tamminen, pitkä;13.5;80.0
914437;Cune Crianza 2016;CVNE;0,75 l;13.99;18.52;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2016;Keskitäyteläinen, keskitanniininen, kirsikkainen, metsämansikkainen, karpaloinen, hennon nahkainen;13.5;80.0
932752;Cune Crianza Magnum 2015;CVNE;1,5 l;30.49;20.33;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2015;Täyteläinen, tanniininen, mustaherukkainen, tumman kirsikkainen, mausteinen;13.5;80.0
902617;Cune Gran Reserva 2012;CVNE;0,75 l;28.99;38.65;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2012;Täyteläinen, keskitanniininen, marjainen, mausteinen, tamminen;13.5;80.0
917602;Cune Organic 2019;CVNE;0,75 l;14.59;19.45;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2019;Keskitäyteläinen, keskitanniininen, karhunvatukkainen, herukkainen, mausteinen;13.5;80.0
926707;Cune Reserva 2014;CVNE;0,75 l;18.98;25.31;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2014;Täyteläinen, tanniininen, marjainen, mausteinen, tamminen;13.5;80.0
006691;El Coto Crianza 2017;El Coto de Rioja;0,75 l;13.49;17.85;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2017;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, kypsän karpaloinen, mausteinen, tamminen;13.0;70.0
909544;El Niño de Campillo 2017;Campillo;0,75 l;14.99;19.99;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2017;Täyteläinen, tanniininen, kirsikkainen, mausteinen, marjainen;14.0;80.0
918351;El Pacto 2016;Hacienda Lopez de Haro;0,75 l;18.99;25.19;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2016;Täyteläinen, tanniininen, tumman kirsikkainen, suklainen, mausteinen;14.0;80.0
955092;Faustino Art Collection Red Crianza 2016;Faustino;0,75 l;13.90;18.53;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2016;Täyteläinen, keskitanniininen, karhunvatukkahilloinen, tamminen;13.5;80.0
005423;Faustino I Gran Reserva 2009;Bodegas Faustino;0,75 l;27.99;37.19;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2009;Täyteläinen, keskitanniininen, hapankirsikkainen, kypsän karpaloinen, viikunainen, taatelinen, kevyen nahkainen, hennon lakritsinen, tamminen;13.5;80.0
006774;Faustino VII 2019;Bodegas Faustino;0,75 l;10.99;14.52;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2019;Keskitäyteläinen, tanniininen, karpaloinen, vadelmainen, viikunainen, kevyen luumuinen, nahkainen, hennon yrttinen, tamminen;13.0;70.0
936412;Faustino VII Tinto 2018;Faustino;0,1875 l;3.30;17.07;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2018;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, puolukkainen, nahkainen, mausteinen, kevyen vaniljainen;13.0;70.0
919504;Federico Paternina Banda Azul Crianza 2018;Marqués de la Concordia;0,75 l;12.45;16.6;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2018;Täyteläinen, tanniininen, tumman kirsikkainen, luumuinen, tamminen;13.5;80.0
926016;Finca de Los Locos;Bodegas y Viñedos Artuke;0,75 l;27.90;37.2;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;;Täyteläinen, tanniininen, luumuinen, mausteinen, tamminen;14.0;80.0
470604;Glorioso Crianza 2011;Bodegas Palacio;0,375 l;6.92;18.19;punaviinit;Vivahteikas & Kehittynyt;;Espanja;Rioja;2011;Keskitäyteläinen, keskitanniininen, hapankirsikkainen, luumuinen, kevyen nahkainen;14.0;80.0
931256;Gomez Cruzado Vendemmia Seleccionada 2018;Gomez Cruzado;0,75 l;20.12;26.83;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2018;Täyteläinen, keskitanniininen, aromikas, karhunvatukkainen, herukkainen;14.0;80.0
915367;Gran Cerdo 2018;Cosecheros Reunidos;0,75 l;14.98;19.84;punaviinit;Marjaisa & Raikas;;Espanja;Rioja;2018;Keskitäyteläinen, keskitanniininen, aromikas, vadelmainen, tumman kirsikkainen;13.5;80.0
441117;Hacienda Lopez de Haro Organic Tempranillo 2016;Hacienda Lopez de Haro;0,75 l;16.99;22.52;punaviinit;Mehevä & Hilloinen;;Espanja;Rioja;2016;Täyteläinen, keskitanniininen, kypsän kirsikkainen, luumuinen, karhunvatukkainen, mausteinen, mokkainen;14.0;80.0
